"ORIGIN","DATE","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","MKT_UNIQUE_CARRIER","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","DEP_DEL15","DISTANCE","Rain","Windy","Snowday"
"DFW","2021-01-10",1,1,10,7,"AA","TX","CVG","KY",0,812,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","AUS","TX",0,190,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ABQ","NM",0,569,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","EGE","CO",1,721,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FLG","AZ",0,853,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GSP","SC",1,862,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FAT","CA",0,1313,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LAX","CA",1,1235,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ABQ","NM",0,569,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GSO","NC",0,999,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LAX","CA",0,1235,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MLU","LA",1,293,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FSM","AR",0,227,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LAX","CA",0,1235,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","PHX","AZ",0,868,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","RDU","NC",0,1061,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","TUS","AZ",0,813,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","HOU","TX",0,247,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SAN","CA",0,1171,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","STL","MO",0,550,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BOS","MA",0,1562,1,0,0
"DFW","2021-01-10",1,1,10,7,"NK","TX","ATL","GA",0,731,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SHV","LA",0,190,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","VPS","FL",0,641,1,0,0
"DFW","2021-01-10",1,1,10,7,"DL","TX","MSP","MN",0,852,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","IAH","TX",0,224,1,0,0
"DFW","2021-01-10",1,1,10,7,"DL","TX","LAX","CA",0,1235,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ABI","TX",0,158,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MIA","FL",0,1121,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","AUS","TX",0,190,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","DRO","CO",1,674,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LCH","LA",0,295,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MCO","FL",0,985,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SNA","CA",0,1205,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MFE","TX",0,469,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","EWR","NJ",1,1372,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FWA","IN",0,859,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","PDX","OR",0,1616,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ABQ","NM",0,569,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","DCA","VA",1,1192,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FAR","ND",1,968,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GRI","NE",0,561,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BFL","CA",0,1271,1,0,0
"DFW","2021-01-10",1,1,10,7,"NK","TX","LAX","CA",0,1235,1,0,0
"DFW","2021-01-10",1,1,10,7,"UA","TX","IAH","TX",0,224,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","COS","CO",0,592,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SLC","UT",0,989,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SEA","WA",0,1660,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SGF","MO",1,364,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","IAH","TX",0,224,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","DTW","MI",0,986,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GCK","KS",0,404,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LFT","LA",0,351,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BWI","MD",1,1217,1,0,0
"DFW","2021-01-10",1,1,10,7,"F9","TX","DEN","CO",1,641,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","EGE","CO",0,721,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SAT","TX",0,247,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ONT","CA",0,1188,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","TPA","FL",0,929,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","FLL","FL",0,1119,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SRQ","FL",0,945,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SJC","CA",0,1438,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","PIA","IL",1,672,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","CMH","OH",0,926,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BOI","ID",0,1272,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SNA","CA",0,1205,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","HDN","CO",0,769,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SBN","IN",1,846,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MSN","WI",0,821,1,0,0
"DFW","2021-01-10",1,1,10,7,"UA","TX","ORD","IL",1,801,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","PSP","CA",0,1126,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GRK","TX",0,134,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SRQ","FL",0,945,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ELP","TX",1,551,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","COS","CO",0,592,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","TUL","OK",0,237,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ATL","GA",0,731,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BTR","LA",0,383,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","AEX","LA",0,285,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MSN","WI",0,821,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","RSW","FL",0,1017,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","PHL","PA",1,1303,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SGF","MO",0,364,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","DAB","FL",0,981,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","RAP","SD",1,835,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","CRP","TX",0,354,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","CRP","TX",0,354,1,0,0
"DFW","2021-01-10",1,1,10,7,"DL","TX","MSP","MN",0,852,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SWO","OK",0,225,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LIT","AR",1,304,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","AUS","TX",1,190,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","GRK","TX",0,134,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","IAD","VA",0,1172,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SHV","LA",0,190,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","XNA","AR",0,280,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","TPA","FL",0,929,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LEX","KY",0,785,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","LBB","TX",0,282,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BRO","TX",0,482,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MEM","TN",0,431,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","JAN","MS",0,408,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","DRT","TX",0,335,1,0,0
"DFW","2021-01-10",1,1,10,7,"DL","TX","DTW","MI",0,986,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","MCO","FL",0,985,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","ABI","TX",0,158,1,0,0
"DFW","2021-01-10",1,1,10,7,"DL","TX","ATL","GA",0,731,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","RAP","SD",0,835,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","SLC","UT",0,989,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","BNA","TN",0,631,1,0,0
"DFW","2021-01-10",1,1,10,7,"AA","TX","TPA","FL",0,929,1,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SWO","OK",0,225,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","KOA","HI",1,3724,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SFO","CA",0,1464,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","XNA","AR",0,280,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SPS","TX",0,113,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MCO","FL",0,985,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","RSW","FL",1,1017,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GCK","KS",0,404,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TYS","TN",0,771,0,0,0
"DFW","2021-01-11",1,1,11,1,"NK","TX","FLL","FL",0,1119,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CRP","TX",0,354,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","DAY","OH",0,861,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","DEN","CO",0,641,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MCI","MO",0,460,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SAT","TX",0,247,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SPS","TX",0,113,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BWI","MD",0,1217,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GGG","TX",0,140,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ECP","FL",0,685,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","HSV","AL",0,603,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PSP","CA",0,1126,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BFL","CA",0,1271,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CMH","OH",0,926,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BNA","TN",0,631,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","AMA","TX",0,312,0,0,0
"DFW","2021-01-11",1,1,11,1,"NK","TX","FLL","FL",0,1119,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SHV","LA",0,190,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PHX","AZ",0,868,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BUR","CA",0,1231,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CVG","KY",0,812,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ONT","CA",0,1188,0,0,0
"DFW","2021-01-11",1,1,11,1,"DL","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MCO","FL",0,985,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LCH","LA",0,295,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ABI","TX",0,158,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MAF","TX",0,309,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CHS","SC",0,987,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SNA","CA",0,1205,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CLT","NC",0,936,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","IND","IN",0,761,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","OMA","NE",0,583,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MAF","TX",0,309,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BUF","NY",0,1212,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MKE","WI",0,853,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BRO","TX",0,482,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CLT","NC",0,936,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GPT","MS",0,500,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","OKC","OK",0,175,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TLH","FL",0,767,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","FWA","IN",0,859,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ACT","TX",0,89,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BNA","TN",0,631,0,0,0
"DFW","2021-01-11",1,1,11,1,"DL","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","IND","IN",0,761,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","FLL","FL",0,1119,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CVG","KY",0,812,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CLE","OH",0,1021,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ECP","FL",0,685,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","COU","MO",0,489,0,0,0
"DFW","2021-01-11",1,1,11,1,"DL","TX","LGA","NY",0,1389,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LCH","LA",0,295,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","FLG","AZ",0,853,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","AVL","NC",0,848,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","STT","VI",0,2225,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ICT","KS",0,328,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","OGG","HI",0,3711,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TPA","FL",0,929,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ELP","TX",0,551,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","VPS","FL",0,641,0,0,0
"DFW","2021-01-11",1,1,11,1,"DL","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TUS","AZ",0,813,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","EYW","FL",0,1089,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LIT","AR",0,304,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SBN","IN",0,846,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SBA","CA",0,1316,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MDT","PA",0,1231,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GUC","CO",1,678,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SAF","NM",0,551,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","CMI","IL",1,692,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","FSM","AR",0,227,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","AEX","LA",0,285,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","IAH","TX",0,224,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","AUS","TX",0,190,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PHL","PA",0,1303,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SAT","TX",0,247,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TRI","TN",0,868,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GSP","SC",0,862,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","COS","CO",0,592,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","JAX","FL",0,918,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PHL","PA",0,1303,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","DSM","IA",0,624,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","GRR","MI",0,931,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","BOS","MA",0,1562,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-11",1,1,11,1,"DL","TX","MSP","MN",0,852,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MTJ","CO",0,722,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","AUS","TX",1,190,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","TUL","OK",0,237,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MCO","FL",0,985,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","ROW","NM",0,435,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","SFO","CA",0,1464,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","HSV","AL",0,603,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","LAX","CA",1,1235,0,0,0
"DFW","2021-01-11",1,1,11,1,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","HNL","HI",0,3784,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","TUS","AZ",0,813,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","RNO","NV",0,1345,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","DSM","IA",0,624,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","DCA","VA",0,1192,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SAV","GA",0,925,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","YUM","AZ",0,1022,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","JAX","FL",0,918,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","OMA","NE",0,583,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BNA","TN",0,631,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BHM","AL",0,597,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","GJT","CO",0,773,0,0,0
"DFW","2021-01-12",1,1,12,2,"UA","TX","IAH","TX",0,224,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SHV","LA",0,190,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","TYR","TX",0,102,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","TUL","OK",0,237,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","GPT","MS",0,500,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MIA","FL",1,1121,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ICT","KS",0,328,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","OKC","OK",0,175,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ELP","TX",0,551,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","CLT","NC",0,936,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MHK","KS",0,431,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","DRO","CO",0,674,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PDX","OR",0,1616,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BZN","MT",0,1163,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","VPS","FL",0,641,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","HRL","TX",0,461,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","AEX","LA",0,285,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PDX","OR",1,1616,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PIT","PA",0,1067,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LAW","OK",0,140,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","CMH","OH",0,926,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","TUS","AZ",0,813,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SAN","CA",0,1171,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","OKC","OK",0,175,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PBI","FL",0,1102,0,0,0
"DFW","2021-01-12",1,1,12,2,"AS","TX","PDX","OR",0,1616,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LBB","TX",0,282,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BPT","TX",0,270,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","EWR","NJ",0,1372,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SEA","WA",0,1660,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BIS","ND",0,977,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SJT","TX",0,229,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SGF","MO",0,364,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SPI","IL",0,630,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","AEX","LA",0,285,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LGA","NY",0,1389,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","STL","MO",0,550,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SJU","PR",0,2165,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ELP","TX",0,551,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SHV","LA",0,190,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","PHX","AZ",1,868,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","YUM","AZ",1,1022,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","BOI","ID",0,1272,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SNA","CA",0,1205,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SMF","CA",0,1431,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","FWA","IN",0,859,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SFO","CA",0,1464,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","CVG","KY",0,812,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MTJ","CO",0,722,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ILM","NC",1,1106,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","CLT","NC",0,936,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","GRK","TX",0,134,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","EGE","CO",0,721,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","DCA","VA",0,1192,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MEM","TN",0,431,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","SAN","CA",0,1171,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","RAP","SD",0,835,0,0,0
"DFW","2021-01-12",1,1,12,2,"DL","TX","MSP","MN",0,852,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","MCI","MO",0,460,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","ORF","VA",0,1212,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","FSD","SD",0,737,0,0,0
"DFW","2021-01-12",1,1,12,2,"UA","TX","IAH","TX",0,224,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","CLT","NC",0,936,0,0,0
"DFW","2021-01-12",1,1,12,2,"AA","TX","TLH","FL",1,767,0,0,0
