"ORIGIN","DATE","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","MKT_UNIQUE_CARRIER","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","DEP_DEL15","DISTANCE","Rain","Windy","Snowday"
"DFW","2021-01-01",1,1,1,5,"AA","TX","LIT","AR",0,304,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TUL","OK",0,237,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","XNA","AR",0,280,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MDT","PA",0,1231,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BHM","AL",1,597,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","RSW","FL",0,1017,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CLT","NC",0,936,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MSN","WI",0,821,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ASE","CO",0,701,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CMH","OH",0,926,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MFE","TX",0,469,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CLE","OH",0,1021,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","HOU","TX",1,247,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PHX","AZ",0,868,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BUR","CA",0,1231,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BOS","MA",0,1562,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PHX","AZ",0,868,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SNA","CA",0,1205,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LEX","KY",0,785,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SWO","OK",0,225,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MCO","FL",0,985,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ATL","GA",1,731,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SFO","CA",0,1464,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SEA","WA",1,1660,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","OKC","OK",1,175,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MLI","IL",1,691,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","KOA","HI",0,3724,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","EYW","FL",0,1089,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ABQ","NM",0,569,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AVL","NC",0,848,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SHV","LA",0,190,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BZN","MT",0,1163,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LGA","NY",0,1389,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ORD","IL",0,801,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TUL","OK",0,237,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ONT","CA",0,1188,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LAX","CA",1,1235,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MTJ","CO",1,722,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SPS","TX",0,113,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DAY","OH",0,861,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PSP","CA",0,1126,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ROW","NM",0,435,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","OKC","OK",0,175,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SAF","NM",0,551,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BUF","NY",0,1212,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DCA","VA",1,1192,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","GEG","WA",0,1477,1,0,0
"DFW","2021-01-01",1,1,1,5,"NK","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MCI","MO",0,460,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","RSW","FL",0,1017,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MSN","WI",0,821,1,0,0
"DFW","2021-01-01",1,1,1,5,"AS","TX","SEA","WA",0,1660,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MIA","FL",0,1121,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MAF","TX",0,309,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SAT","TX",0,247,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TUL","OK",0,237,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AUS","TX",0,190,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","GSP","SC",0,862,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","IND","IN",0,761,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","FLL","FL",0,1119,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PDX","OR",0,1616,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","VPS","FL",0,641,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","GPT","MS",0,500,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","LFT","LA",0,351,1,0,0
"DFW","2021-01-01",1,1,1,5,"F9","TX","MIA","FL",0,1121,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","RDU","NC",0,1061,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AMA","TX",1,312,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","COS","CO",0,592,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ACT","TX",0,89,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DAY","OH",0,861,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MIA","FL",0,1121,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PHL","PA",0,1303,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AEX","LA",0,285,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CLL","TX",0,164,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BNA","TN",0,631,1,0,0
"DFW","2021-01-01",1,1,1,5,"UA","TX","EWR","NJ",0,1372,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","IAH","TX",1,224,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ECP","FL",0,685,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","XNA","AR",1,280,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TUS","AZ",0,813,1,0,0
"DFW","2021-01-01",1,1,1,5,"UA","TX","DEN","CO",0,641,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PIT","PA",0,1067,1,0,0
"DFW","2021-01-01",1,1,1,5,"NK","TX","LAS","NV",0,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","IND","IN",0,761,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","COS","CO",0,592,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DCA","VA",0,1192,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BOS","MA",0,1562,1,0,0
"DFW","2021-01-01",1,1,1,5,"NK","TX","LAS","NV",1,1055,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","GCK","KS",0,404,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CVG","KY",0,812,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DRO","CO",0,674,1,0,0
"DFW","2021-01-01",1,1,1,5,"NK","TX","TPA","FL",0,929,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CLT","NC",0,936,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SBA","CA",0,1316,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DRO","CO",0,674,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BIL","MT",0,1081,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ICT","KS",0,328,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","JAN","MS",0,408,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","FLL","FL",0,1119,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ABI","TX",0,158,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AGS","GA",0,874,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BFL","CA",0,1271,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ILM","NC",0,1106,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MIA","FL",1,1121,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MSP","MN",0,852,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ASE","CO",0,701,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TUS","AZ",0,813,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ABQ","NM",0,569,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ASE","CO",0,701,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PHL","PA",0,1303,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SBA","CA",0,1316,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","BMI","IL",0,690,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SAF","NM",0,551,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","AUS","TX",0,190,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","JLN","MO",0,327,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MEM","TN",0,431,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","ATL","GA",1,731,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","OGG","HI",0,3711,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","EGE","CO",1,721,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","CMI","IL",1,692,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","DEN","CO",0,641,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","COS","CO",0,592,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","OMA","NE",0,583,1,0,0
"DFW","2021-01-01",1,1,1,5,"DL","TX","LGA","NY",0,1389,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SHV","LA",0,190,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","MCI","MO",1,460,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","SHV","LA",0,190,1,0,0
"DFW","2021-01-01",1,1,1,5,"DL","TX","ATL","GA",0,731,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TRI","TN",1,868,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","GRR","MI",0,931,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","TPA","FL",0,929,1,0,0
"DFW","2021-01-01",1,1,1,5,"AA","TX","PDX","OR",0,1616,1,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ECP","FL",1,685,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SAN","CA",1,1171,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","STL","MO",1,550,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DEN","CO",1,641,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MFE","TX",0,469,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BFL","CA",0,1271,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GPT","MS",0,500,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CID","IA",0,685,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","COS","CO",0,592,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","OMA","NE",0,583,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CVG","KY",0,812,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SMF","CA",0,1431,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","HNL","HI",0,3784,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SBN","IN",1,846,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DCA","VA",0,1192,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GGG","TX",0,140,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PBI","FL",0,1102,0,0,0
"DFW","2021-01-02",1,1,2,6,"UA","TX","DEN","CO",0,641,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","FAT","CA",0,1313,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ABI","TX",0,158,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MEM","TN",1,431,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","VPS","FL",0,641,0,0,0
"DFW","2021-01-02",1,1,2,6,"UA","TX","EWR","NJ",0,1372,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MCI","MO",0,460,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CRP","TX",0,354,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","JAN","MS",0,408,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","RAP","SD",0,835,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PIT","PA",0,1067,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAX","CA",1,1235,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ELP","TX",0,551,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","JAC","WY",0,1047,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DTW","MI",0,986,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GRK","TX",0,134,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CMI","IL",0,692,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DEN","CO",0,641,0,0,0
"DFW","2021-01-02",1,1,2,6,"B6","TX","JFK","NY",0,1391,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CLT","NC",1,936,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SHV","LA",0,190,0,0,0
"DFW","2021-01-02",1,1,2,6,"NK","TX","LGA","NY",0,1389,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SNA","CA",0,1205,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SAN","CA",1,1171,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","STL","MO",1,550,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DRO","CO",0,674,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","IND","IN",1,761,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ABI","TX",0,158,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","OKC","OK",1,175,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CLT","NC",1,936,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AEX","LA",0,285,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SDF","KY",1,733,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LRD","TX",0,396,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","HRL","TX",0,461,0,0,0
"DFW","2021-01-02",1,1,2,6,"DL","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SJT","TX",0,229,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SLC","UT",0,989,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","CHS","SC",0,987,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SJU","PR",0,2165,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAW","OK",0,140,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","EVV","IN",0,642,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MTJ","CO",0,722,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AMA","TX",0,312,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TUS","AZ",0,813,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DTW","MI",0,986,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PDX","OR",0,1616,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PIT","PA",0,1067,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GUC","CO",0,678,0,0,0
"DFW","2021-01-02",1,1,2,6,"DL","TX","LGA","NY",0,1389,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","FLL","FL",0,1119,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BPT","TX",0,270,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BIL","MT",0,1081,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MSP","MN",0,852,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GJT","CO",0,773,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BHM","AL",0,597,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","VPS","FL",0,641,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TPA","FL",0,929,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SAT","TX",0,247,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MAF","TX",0,309,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BNA","TN",0,631,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SLC","UT",1,989,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","RNO","NV",0,1345,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MCI","MO",0,460,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MIA","FL",0,1121,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PHX","AZ",1,868,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ATL","GA",0,731,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GSP","SC",0,862,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAS","NV",1,1055,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","OMA","NE",0,583,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AMA","TX",0,312,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TUS","AZ",0,813,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GRK","TX",0,134,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","JAX","FL",0,918,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SFO","CA",0,1464,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GPT","MS",0,500,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SDF","KY",0,733,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ICT","KS",0,328,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SDF","KY",0,733,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MEM","TN",0,431,0,0,0
"DFW","2021-01-02",1,1,2,6,"NK","TX","ORD","IL",0,801,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PHL","PA",1,1303,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SFO","CA",0,1464,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BRO","TX",0,482,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","DSM","IA",0,624,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LBB","TX",0,282,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SWO","OK",0,225,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LBB","TX",1,282,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TXK","AR",0,181,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GSO","NC",0,999,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","IAH","TX",0,224,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MFE","TX",0,469,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SAV","GA",0,925,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AMA","TX",0,312,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","GNV","FL",0,900,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MOB","AL",0,539,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BOI","ID",0,1272,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PHX","AZ",0,868,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","EWR","NJ",0,1372,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ONT","CA",0,1188,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TLH","FL",0,767,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BIS","ND",0,977,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SLC","UT",1,989,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MFE","TX",0,469,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","JLN","MO",0,327,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","IAH","TX",1,224,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PNS","FL",1,604,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ABQ","NM",1,569,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BNA","TN",1,631,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MHK","KS",0,431,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PHX","AZ",0,868,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","PNS","FL",0,604,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SEA","WA",0,1660,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","MIA","FL",1,1121,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BRO","TX",0,482,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","EGE","CO",1,721,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","RIC","VA",0,1158,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SEA","WA",0,1660,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BOS","MA",0,1562,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BMI","IL",1,690,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","TYR","TX",0,102,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","ELP","TX",1,551,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","SMF","CA",0,1431,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","RNO","NV",1,1345,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","BZN","MT",0,1163,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AEX","LA",0,285,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","AGS","GA",0,874,0,0,0
"DFW","2021-01-02",1,1,2,6,"AA","TX","LAS","NV",0,1055,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","SEA","WA",0,1660,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","FWA","IN",1,859,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","LGA","NY",0,1389,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","HSV","AL",0,603,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","EYW","FL",0,1089,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","ILM","NC",1,1106,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","FLL","FL",0,1119,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","LAX","CA",0,1235,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","GUC","CO",0,678,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","GJT","CO",0,773,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","SJT","TX",0,229,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","SPS","TX",0,113,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","IND","IN",0,761,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","SGF","MO",0,364,0,0,0
"DFW","2021-01-03",1,1,3,7,"UA","TX","DEN","CO",0,641,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","FLG","AZ",0,853,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","MSY","LA",0,447,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","FAR","ND",0,968,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","MLI","IL",0,691,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","CLE","OH",0,1021,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","MKE","WI",0,853,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","SBP","CA",0,1360,0,0,0
"DFW","2021-01-03",1,1,3,7,"AA","TX","GJT","CO",1,773,0,0,0
